,Company,Brand,Appliance,Energy Consumption,SKU
4618,Arçelik A.Ş. / Koç Holdin,Arstil,Dryer,200,SKU-44065
4619,Arçelik A.Ş. / Koç Holding,Grundig,Kettle,,SKU-51152
4620,AB Electrolux / Investor AB,Gafa,Dryer,,SKU-94795
4621,Whirlpool Corporation,Acros,Dryer,415,SKU--40282
4622,Gorenje,Mora,Refrigerator,200,SKU-71925
4623,Montpellier Domestic Appliances Ltd,Montpellier,Dryer,,SKU-69613
4624,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,0,SKU-89728
4625,Whirlpool Corporatio,Ariston,Refrigerator,,SKU-78325
4626,Whirlpool Corporation,Roper,Refrigerator,475W,SKU-17518
4627,Dayou Group,Daewoo,Kettle,,SKU-85381
4628,Whirlpool Corporation,Acros,Dryer,475W,SKU-74717
4629,Whirlpool Corporation,Estate,Toaster,120W,SKU-3310
4630,"Indesit Company, Whirlpool Corporation",Elco,Washer,200,SKU-71611
4631,AB Electrolux / Investor AB,Prosdócimo,Washer,415,SKU-66095
4632,Gorenje,Gorenje,Dish Washer,0,SKU-21770
4633,AB Electrolux / Investor AB,Voss,Kettle,,SKU-84401
4634,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dish Washer,,SKU-34445
4635,GlenDimple,Belling,Dish Washer,,SKU-56018
4636,Samsung Group,Samsung,Washer,400W,SKU-68530
4637,Mondragon Corporation,Fagor,Stove,0,SKU--1204
4638,AB Electrolux / Investor AB,Anova,Kettle,,SKU-71980
4639,De’Longhi S.p.A,DeLonghi,Refrigerator,325W,SKU-30223
4640,IKEA,IKEA,Dryer,120W,SKU-69451
4641,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Kettle,425W,SKU-94427
4642,AB Electrolux / Investor AB,Tappan,Refrigerator,120W,SKU-62705
4643,Arçelik A.Ş. / Koç Holding,Grundig,Toaster,0,SKU-54684
4644,Gorenje,Pelgrim,Dryer,0,SKU-95656
4645,AB Electrolux / Investor AB,Olympic Group,Toaster,120W,SKU-25531
4646,GlenDimplex,Faber,Refrigerator,250W,SKU-12161
4647,AB Electrolux / Investor AB,Electrolux,Dryer,120W,SKU-74455
4648,"Indesit Company, Whirlpool Corporation",Termogamma,Toaster,0,SKU-91542
4649,Whirlpool Corporation,Jenn-Air,Toaster,500W,SKU-13832
4650,"Sub-Zero Group, Inc",Sub-Zero,Washer,300W,SKU-67495
4651,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Freezer,0,34863
4652,Candy Group,Jinling,Toaster,120W,SKU-1019
4653,John Lewis Partnership,John Lewis,Washer,,SKU-58081
4654,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Stove,200,SKU-63174
4655,AB Electrolux / Investor AB,Fensa,Washer,475W,SKU-31314
4656,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Kettle,500W,SKU-44213
4657,GlenDimplex,Cadet,Dish Washer,475W,SKU-52131
4658,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Kettle,120W,SKU-34750
4659,AB Electrolux / Investor AB,Fensa,Refrigerator,300W,SKU-52058
4660,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Kettle,,SKU52542
4661,Arçelik A.Ş. / Koç Holdin,Beko,Freezer,0,SKU-67875
4662,Amica Wronki S.A,Amica,Refrigerator,250W,SKU-62811
4663,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,,SKU-37544
4664,Whirlpool Corporation,Maytag,Freezer,,SKU-36825
4665,Whirlpool Corporation,Polar,Dish Washer,0,SKU-59394
4666,AB Electrolux / Investor AB,Alpeninox,Toaster,200,SKU-50021
4667,AB Electrolux / Investor AB,Dometic,Kettle,325W,SKU-2818
4668,Candy Group,Otsein Hoover,Refrigerator,400W,SKU-92138
4669,AB Electrolux / Investor AB,Castor,Refrigerator,,SKU-57425
4670,Whirlpool Corporation,KitchenAid,Dryer,0,SKU-28876
4671,Candy Group,Rosières,Washer,120W,SKU-23950
4672,Whirlpool Corporation,Indesit Company,Refrigerator,,SKU-73018
4673,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Freezer,,SKU-98575
4674,Viking Range Corporation / The Middleby Corporation,Viking,Freezer,,SKU-78967
4675,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Washer,,SKU-28199
4676,Whirlpool Corporation,Roper,Refrigerator,,SKU-55555
4677,AB Electrolux / Investor AB,Electrolux ICON,Washer,120W,SKU-99902
4678,AB Electrolux / Investor AB,Tappan,Dish Washer,,SKU-31287
4679,AB Electrolux / Investor AB,FAure,Dryer,,SKU-15726
4680,"Indesit Company, Whirlpool Corporation",Scholtès,Toaster,0,SKU-9364
4681,Dayou Winia / Dayou Group,PRAUD,Refrigerator,200,SKU-79750
4682,AB Electrolux / Investor AB,Kelvinator,Refrigerator,0,SKU-86109
4683,AB Electrolux / Investor AB,REX-Electrolux,Dryer,400W,SKU-48247
4684,Whirlpool Corporatio,Ariston,Dish Washer,325W,SKU-35420
4685,De’Longhi S.p.A,DeLonghi,Stove,475W,SKU-13075
4686,AB Electrolux / Investor AB,King,Kettle,475W,SKU-71337
4687,AB Electrolux / Investor A,Frigidaire,Refrigerator,,SKU-88974
4688,Meneghetti S.p.A,Fulgor Milano,Dish Washer,,SKU-58606
4689,"LG Electronics, LG Corporation",LG,Toaster,425W,SKU-38328
4690,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Washer,325W,SKU-89624
4691,GlenDimplex,Dimplex,Dryer,0,SKU-46494
4692,GlenDimplex,Britannia,Freezer,0,SKU-44153
4693,Mondragon Corporation,Brandt,Toaster,,SKU-77305
4694,Dayou Winia / Dayou Group,PRAUD,Freezer,,SKU-14260
4695,Smeg Group S.p.A,Bertazzoni,Washer,0,SKU-62206
4696,Amica Wronki S.A,Amica,Washer,200,SKU-69547
4697,Arçelik A.Ş. / Koç Holding,Leisure,Toaster,475W,SKU-32554
4698,Dayou Group,Daewoo,Refrigerator,325W,SKU-80061
4699,Whirlpool Corporation,Maytag,Kettle,,SKU-84185
4700,AB Electrolux / Investor AB,Electrolux,Stove,0,SKU-61513
4701,AB Electrolux / Investor AB,Kelvinator,Dryer,200,SKU-67309
4702,Home Retail Group plc / J Sainsbury plc,Bush,Stove,,SKU-76941
4703,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Washer,0,SKU-23390
4704,Whirlpool Corporation,Admiral,Dryer,425W,SKU-2314
4705,Whirlpool Corporation,Maytag,Toaster,,SKU-68468
4706,Gorenje,Pelgrim,Kettle,,SKU-69601
4707,Viking Range Corporation / The Middleby Corporation,Viking,Dish Washer,0,SKU-4497
4708,Samsung Group,Samsung,Toaster,,SKU-88658
4709,Whirlpool Corporation,Estate,Washer,,SKU-94579
4710,Gorenje,Gorenje,Refrigerator,500W,SKU-46412
4711,AB Electrolux / Investor AB,FAure,Freezer,500W,SKU-10343
4712,AB Electrolux / Investor AB,Electrolux,Kettle,0,SKU-32355
4713,AB Electrolux / Investor AB,Dometic,Washer,250W,SKU-22395
4714,AB Electrolux / Investor AB,Elektro Helios,Dish Washer,,SKU-21976
4715,GlenDimplex,Cadet,Stove,200,SKU-17996
4716,Asko Appliances AB / Gorenje,Asko,Stove,200,SKU-8909
4717,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Refrigerator,425W,SKU-80315
4718,Gorenje,Etna,Dish Washer,,SKU-87197
4719,AB Electrolux / Investor AB,Arthur Martin,Stove,325W,SKU-76781
4720,Arçelik A.Ş. / Koç Holding,Arctic,Kettle,120W,SKU-79700
4721,Dayou Winia / Dayou Group,PRAUD,Washer,0,SKU-63624
4722,Smeg Group S.p.A,Smeg,Washer,,SKU-77658
4723,GlenDimplex,New World,Dryer,325W,SKU-11571
4724,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Stove,0,SKU-77882
4725,Whirlpool Corporation,Gladiator GarageWorks,Kettle,0,SKU-55229
4726,Candy Group,Baumatic,Stove,0,SKU-16477
4727,Whirlpool Corporation,Roper,Washer,400W,SKU-26992
4728,AB Electrolux / Investor AB,Atlas,Toaster,200,SKU-73044
4729,AB Electrolux / Investor AB,Kelvinator,Dish Washer,0,SKU-70407
4730,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Stove,325W,SKU-64513
4731,Whirlpool Corporation,Consul,Dish Washer,415,SKU-71794
4732,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Washer,,SKU-82598
4733,AB Electrolux / Investor AB,AEG,Stove,425W,SKU-25233
4734,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Washer,475W,SKU--96525
4735,"Sub-Zero Group, Inc",Sub-Zero,Dish Washer,,SKU-86678
4736,AB Electrolux / Investor AB,Alpeninox,Washer,120W,SKU-26447
4737,Arçelik A.Ş. / Koç Holding,Leisure,Dish Washer,0,SKU-5490
4738,Arçelik A.Ş. / Koç Holding,Leisure,Toaster,500W,SKU-22255
4739,Arçelik A.Ş. / Koç Holdin,Beko,Dish Washer,475W,SKU95753
4740,GlenDimplex,Faber,Washer,,SKU-2345
4741,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Refrigerator,300W,SKU-60186
4742,Arçelik A.Ş. / Koç Holding,Leisure,Kettle,500W,SKU-45608
4743,AB Electrolux / Investor AB,Anova,Dryer,475W,SKU-3186
4744,"LG Electronics, LG Corporation",LG,Dish Washer,,27481
4745,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Stove,475W,SKU-63810
4746,"Hotpoint, Whirlpool Corporation",Hotpoint,Freezer,250W,SKU-11924
4747,Whirlpool Corporation,Diqua,Freezer,,SKU-90231
4748,GlenDimplex,Stoves,Dryer,,SKU-95144
4749,Fhiaba S.r.l,Fhibia,Freezer,425W,SKU-34269
4750,"Sub-Zero Group, Inc",Sub-Zero,Kettle,425W,SKU-19203
4751,GlenDimplex,Britannia,Dryer,500W,SKU-65540
4752,AB Electrolux / Investor AB,Zanussi,Dryer,,SKU-96423
4753,Meneghetti S.p.A,Fulgor Milano,Kettle,,SKU-26368
4754,AB Electrolux / Investor AB,Mademsa,Dryer,250W,SKU-15502
4755,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,400W,SKU-91836
4756,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Washer,475W,SKU-78119
4757,Candy Group,Zerowatt,Freezer,0,SKU-73931
4758,Viking Range Corporation / The Middleby Corporation,Viking,Refrigerator,0,SKU-46849
4759,Candy Group,Süsler,Kettle,,SKU-65640
4760,AB Electrolux / Investor AB,Fensa,Washer,120W,SKU-29813
4761,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Washer,415,SKU-21063
4762,AB Electrolux / Investor A,Chef,Freezer,300W,SKU-30873
4763,AB Electrolux / Investor AB,Alpeninox,Dish Washer,,SKU-28502
4764,Whirlpool Corporation,Estate,Refrigerator,,SKU-74110
4765,Candy Group,Süsler,Dryer,250W,SKU-54604
4766,Arçelik A.Ş. / Koç Holding,Grundig,Dryer,,SKU-54765
4767,"Sub-Zero Group, Inc",Wolf,Toaster,415,SKU-86139
4768,"Indesit Company, Whirlpool Corporation",Stinol,Dryer,0,SKU-52940
4769,Viking Range Corporation / The Middleby Corporation,Viking,Washer,415,SKU-22324
4770,AB Electrolux / Investor AB,Mademsa,Stove,0,SKU-50436
4771,GlenDimplex,Valor,Stove,425W,SKU-60770
4772,AB Electrolux / Investor AB,Corberó,Stove,200,SKU-62756
4773,The Middleby Corporation,La Cornue,Kettle,425W,SKU-73275
4774,Candy Group,Otsein Hoover,Dryer,415,SKU-52543
4775,AB Electrolux / Investor AB,FAure,Refrigerator,0,SKU-79508
4776,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Freezer,120W,SKU-79853
4777,GlenDimplex,Dimplex,Stove,415,SKU-24962
4778,Whirlpool Corporation,Polar,Stove,,SKU-69364
4779,"Sub-Zero Group, Inc",Wolf,Refrigerator,120W,SKU-97173
4780,Whirlpool Corporation,Consul,Dryer,0,SKU-5845
4781,"Indesit Company, Whirlpool Corporation",Termogamma,Toaster,,SKU-33589
4782,Currys / Dixons Carphone plc,Logik,Kettle,400W,SKU-45062
4783,Amica Wronki S.A,Amica,Refrigerator,325W,SKU-98835
4784,AB Electrolux / Investor AB,Prosdócimo,Stove,0,SKU-18599
4785,AB Electrolux / Investor AB,Dishlex,Freezer,300W,SKU-69212
4786,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Toaster,325W,SKU-58802
4787,AB Electrolux / Investor AB,Voss,Dryer,300W,SKU-55254
4788,AB Electrolux / Investor AB,Anova,Washer,200,SKU-16421
4789,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dish Washer,400W,SKU-99214
4790,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dryer,500W,72143
4791,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Refrigerator,300W,SKU-66322
4792,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Freezer,,SKU-33910
4793,AB Electrolux / Investor AB,Tappan,Toaster,0,SKU-45756
4794,Arçelik A.Ş. / Koç Holding,Arctic,Stove,300W,SKU-33767
4795,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Toaster,200,SKU-88092
4796,AB Electrolux / Investor AB,Elektro Helios,Freezer,425W,SKU-28421
4797,AB Electrolux / Investor AB,Simpson,Washer,415,SKU-33020
4798,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Dish Washer,,SKU-65693
4799,Arçelik A.Ş. / Koç Holding,Altus,Dryer,,SKU-67370
4800,Asko Appliances AB / Gorenje,Asko,Dryer,500W,SKU-13227
4801,Whirlpool Corporation,Estate,Freezer,250W,SKU-31006
4802,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Kettle,,SKU-30257
4803,AB Electrolux / Investor AB,Dishlex,Toaster,400W,SKU-72808
4804,Candy Group,Candy,Stove,425W,SKU-7811
4805,Whirlpool Corporation,Whirlpool,Stove,,SKU-92394
4806,The Middleby Corporation,La Cornue,Washer,0,SKU-76838
4807,Whirlpool Corporation,Inglis,Dryer,,SKU-21977
4808,"Indesit Company, Whirlpool Corporation",Scholtès,Stove,500W,SKU-62410
4809,The Meyer Corporatio,Hestan,Dryer,,SKU-44475
4810,Candy Group,Otsein Hoover,Refrigerator,,SKU-22626
4811,AB Electrolux / Investor A,Chef,Dish Washer,,SKU-5779
4812,Gorenje,Gorenje,Dish Washer,,SKU-29619
4813,AB Electrolux / Investor AB,FAure,Toaster,0,SKU-44220
4814,Candy Group,Zerowatt,Washer,0,SKU-5905
4815,Whirlpool Corporation,Admiral,Washer,0,SKU-44642
4816,Whirlpool Corporation,Privileg,Dryer,0,SKU-38757
4817,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Refrigerator,415,SKU-93615
4818,AB Electrolux / Investor AB,White-Westinghouse,Toaster,415,SKU-82911
4819,Candy Group,Zerowatt,Dish Washer,415,SKU-17713
4820,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Kettle,0,SKU-51292
4821,Arçelik A.Ş. / Koç Holding,Arctic,Washer,415,SKU-26799
4822,Whirlpool Corporation,KitchenAid India,Refrigerator,0,SKU-43159
4823,"Sub-Zero Group, Inc",Sub-Zero,Dish Washer,0,SKU-54582
4824,Dayou Winia / Dayou Group,PRAUD,Dish Washer,500W,SKU-7964
4825,AB Electrolux / Investor AB,Westinghouse,Freezer,,SKU-31945
4826,Dayou Group,Daewoo,Washer,,SKU-83084
4827,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,0,SKU-18641
4828,Asko Appliances AB / Gorenje,Asko,Stove,,SKU-2384
4829,Dayou Winia / Dayou Group,PRAUD,Kettle,,SKU-23887
4830,GlenDimplex,Creda,Toaster,200,SKU-65745
4831,Fnac,ProLine,Dryer,300W,SKU-14520
4832,AB Electrolux / Investor AB,Corberó,Stove,500W,SKU-40868
4833,Fnac,ProLine,Refrigerator,300W,SKU-23031
4834,Smeg Group S.p.A,Smeg,Toaster,0,SKU-99211
4835,Whirlpool Corporation,Jenn-Air,Dish Washer,0,SKU-33677
4836,Arçelik A.Ş. / Koç Holdin,Arstil,Washer,0,SKU-11022
4837,Whirlpool Corporation,KitchenAid India,Stove,,SKU-62615
4838,Whirlpool Corporation,Acros,Dish Washer,500W,SKU-36810
4839,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Stove,0,SKU-38117
4840,GlenDimplex,Nobo,Kettle,0,SKU-9643
4841,GlenDimplex,Nobo,Toaster,0,SKU-27860
4842,AB Electrolux / Investor AB,Zanker,Toaster,415,SKU-89857
4843,GlenDimplex,Britannia,Washer,0,SKU-80110
4844,Smeg Group S.p.A,Smeg,Toaster,,SKU-97271
4845,GlenDimplex,Faber,Washer,120W,SKU-54158
4846,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Kettle,250W,SKU-5788
4847,Whirlpool Corporation,Privileg,Washer,300W,SKU-24057
4848,Whirlpool Corporation,Admiral,Dryer,120W,SKU-12659
4849,The Middleby Corporation,La Cornue,Toaster,425W,SKU-55399
4850,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Kettle,,SKU-24003
4851,GlenDimplex,Stoves,Refrigerator,400W,SKU-60672
4852,AB Electrolux / Investor AB,Dishlex,Kettle,,SKU-92590
4853,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Stove,325W,SKU-85394
4854,Candy Group,Hoover,Washer,500W,SKU-85110
4855,De’Longhi S.p.A,DeLonghi,Toaster,415,SKU-79363
4856,De’Longhi S.p.A,DeLonghi,Washer,300W,SKU-4093
4857,Liebherr Group,Liebherr,Freezer,0,SKU-61559
4858,Smeg Group S.p.A,Smeg,Dryer,,SKU-33266
4859,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Freezer,0,SKU-16612
4860,GlenDimplex,Nobo,Dish Washer,425W,SKU-51011
4861,Gorenje,Mora,Toaster,,SKU-67477
4862,Currys / Dixons Carphone plc,Logik,Washer,500W,SKU-24487
4863,Whirlpool Corporation,Brastemp,Washer,400W,SKU-31532
4864,Whirlpool Corporation,Gladiator GarageWorks,Stove,475W,SKU-65019
4865,IKEA,IKEA,Toaster,120W,SKU-54885
4866,Arçelik A.Ş. / Koç Holding,Dawlance,Refrigerator,415,SKU-76797
4867,Smeg Group S.p.A,Smeg,Toaster,400W,SKU-43214
4868,Whirlpool Corporation,Maytag,Refrigerator,0,SKU-26239
4869,Whirlpool Corporation,Roper,Refrigerator,325W,SKU-96348
4870,GlenDimple,Belling,Kettle,0,SKU--18419
4871,Currys / Dixons Carphone plc,Logik,Dryer,475W,SKU-45156
4872,AB Electrolux / Investor AB,Voss,Dish Washer,120W,SKU-10213
4873,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Freezer,250W,SKU-87572
4874,Gorenje,Pelgrim,Dryer,300W,SKU--26888
4875,"LG Electronics, LG Corporation",LG,Toaster,400W,SKU-81650
4876,GlenDimplex,Cadet,Stove,200,SKU-29477
4877,GlenDimplex,Dimplex,Stove,500W,SKU76183
4878,Whirlpool Corporation,Acros,Kettle,,SKU-65564
4879,Whirlpool Corporation,Privileg,Dryer,325W,SKU-94652
4880,AB Electrolux / Investor AB,Olympic Group,Stove,,SKU-11850
4881,John Lewis Partnership,John Lewis,Refrigerator,415,SKU-59191
4882,Mondragon Corporation,Fagor,Washer,400W,SKU-77946
4883,AB Electrolux / Investor AB,Anova,Stove,,SKU-26785
4884,Arçelik A.Ş. / Koç Holding,Defy,Toaster,120W,SKU-7148
4885,GlenDimplex,Britannia,Kettle,425W,SKU-66132
4886,GlenDimplex,Campo,Washer,,SKU-8713
4887,Candy Group,Vyatka,Freezer,300W,SKU-21521
4888,AB Electrolux / Investor AB,Corberó,Washer,500W,SKU-29164
4889,GlenDimplex,Britannia,Dish Washer,425W,SKU-77555
4890,Smeg Group S.p.A,Smeg,Stove,500W,SKU-12929
4891,"Hotpoint, Whirlpool Corporation",Hotpoint,Freezer,,SKU-37961
4892,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Refrigerator,325W,SKU-77889
4893,Candy Group,Jinling,Toaster,0,SKU-38905
4894,Gorenje,Körting,Dryer,325W,SKU-34297
4895,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,415,SKU-25615
4896,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,425W,SKU-42791
4897,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Stove,500W,SKU-70909
4898,Gorenje,Mora,Dish Washer,250W,SKU-30634
4899,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Freezer,415,SKU-25195
4900,Gorenje,Pelgrim,Stove,,SKU-79743
4901,AB Electrolux / Investor AB,Westinghouse,Toaster,,SKU-75191
4902,Candy Group,Süsler,Freezer,,SKU-83051
4903,Mondragon Corporation,Fagor,Refrigerator,415,SKU-86259
4904,AB Electrolux / Investor AB,Simpson,Toaster,300W,SKU-38003
4905,Whirlpool Corporation,Consul,Toaster,425W,SKU-41929
4906,Candy Group,Baumatic,Dryer,415,SKU-85103
4907,Whirlpool Corporation,Gladiator GarageWorks,Dish Washer,,SKU-9040
4908,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Washer,250W,SKU-33829
4909,Fhiaba S.r.l,Fhibia,Freezer,500W,SKU-21250
4910,Arçelik A.Ş. / Koç Holdin,Beko,Dish Washer,425W,SKU81890
4911,AB Electrolux / Investor AB,Lehel,Toaster,200,SKU-72335
4912,Amica Wronki S.A,Amica,Stove,0,SKU-98763
4913,AB Electrolux / Investor AB,Prosdócimo,Dish Washer,0,SKU-68360
4914,"Sub-Zero Group, Inc",Sub-Zero,Stove,325W,SKU-73913
4915,Arçelik A.Ş. / Koç Holding,Arçelik,Dish Washer,,SKU-91306
4916,GlenDimplex,New World,Stove,,SKU-75923
4917,GlenDimplex,New World,Stove,0,SKU-28013
4918,Candy Group,Zerowatt,Stove,0,SKU-75743
4919,AB Electrolux / Investor AB,King,Dish Washer,250W,SKU-62905
4920,Whirlpool Corporation,KitchenAid,Stove,325W,SKU-17701
4921,GlenDimplex,Nobo,Toaster,,SKU-30973
4922,Montpellier Domestic Appliances Ltd,Montpellier,Dryer,415,SKU-69877
4923,Candy Group,Jinling,Washer,300W,SKU-15689
4924,AB Electrolux / Investor AB,REX-Electrolux,Stove,,SKU-6550
4925,Candy Group,Candy,Refrigerator,0,SKU-42545
4926,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,0,SKU--79728
4927,AB Electrolux / Investor AB,Tappan,Dish Washer,475W,SKU-75641
4928,"Indesit Company, Whirlpool Corporation",Termogamma,Dish Washer,0,SKU-52273
4929,Gorenje,Etna,Dish Washer,,SKU-94297
4930,AB Electrolux / Investor AB,Gafa,Dryer,475W,SKU-46534
4931,AB Electrolux / Investor AB,Zanussi,Toaster,300W,SKU-83743
4932,Home Retail Group plc / J Sainsbury plc,Bush,Washer,,SKU-54282
4933,Whirlpool Corporation,Gladiator GarageWorks,Freezer,415,SKU-92427
4934,John Lewis Partnership,John Lewis,Dish Washer,200,SKU-13161
4935,AB Electrolux / Investor AB,Kelvinator,Kettle,,SKU-17913
4936,Montpellier Domestic Appliances Ltd,Montpellier,Freezer,0,SKU-38285
4937,Arçelik A.Ş. / Koç Holding,Leisure,Washer,200,SKU-19593
4938,AB Electrolux / Investor AB,Voss,Dryer,400W,SKU-55954
4939,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Toaster,120W,SKU-21026
4940,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Freezer,415,SKU-19610
4941,Whirlpool Corporation,Acros,Stove,,SKU-67973
4942,AB Electrolux / Investor AB,Lehel,Freezer,250W,SKU-48995
4943,AB Electrolux / Investor AB,Electrolux,Toaster,300W,SKU-55182
4944,Arçelik A.Ş. / Koç Holding,Arctic,Refrigerator,325W,SKU-36997
4945,AB Electrolux / Investor AB,Philco,Refrigerator,325W,SKU-99565
4946,Arçelik A.Ş. / Koç Holding,Dawlance,Washer,0,SKU-6567
4947,Mondragon Corporation,Fagor,Washer,400W,SKU-37400
4948,AB Electrolux / Investor AB,King,Dryer,,SKU-61604
4949,AB Electrolux / Investor AB,Gibson,Stove,0,SKU-64908
4950,GlenDimplex,Creda,Kettle,0,SKU-51397
4951,GlenDimplex,New World,Dish Washer,200,SKU-59682
4952,Whirlpool Corporation,Consul,Dish Washer,,SKU-13038
4953,Home Retail Group plc / J Sainsbury plc,Bush,Dish Washer,200,SKU-75465
4954,Whirlpool Corporation,Admiral,Washer,500W,SKU-69677
4955,AB Electrolux / Investor AB,White-Westinghouse,Dryer,425W,SKU-80923
4956,The Middleby Corporation,Marvel,Toaster,,SKU-50985
4957,GlenDimplex,New World,Stove,,SKU-79958
4958,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Dish Washer,400W,SKU-18417
4959,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dish Washer,120W,SKU-69192
4960,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Refrigerator,0,SKU-66373
4961,Mondragon Corporation,De Dietrich,Washer,475W,SKU-46047
4962,AB Electrolux / Investor AB,Somela,Stove,0,SKU-72206
4963,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Toaster,0,SKU-87012
4964,"Sub-Zero Group, Inc",Sub-Zero,Toaster,325W,SKU-71257
4965,Candy Group,Vyatka,Dish Washer,,SKU-99387
4966,"LG Electronics, LG Corporation",LG,Kettle,250W,SKU-52801
4967,Gorenje,Körting,Kettle,0,SKU-45186
4968,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Washer,0,SKU-36314
4969,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Dryer,0,SKU-87329
4970,Liebherr Group,Liebherr,Washer,475W,SKU-94807
4971,"Indesit Company, Whirlpool Corporation",Stinol,Stove,0,SKU-47246
4972,Whirlpool Corporation,Privileg,Stove,400W,SKU-84429
4973,Candy Group,Candy,Freezer,250W,SKU-29605
4974,Meneghetti S.p.A,Fulgor Milano,Dish Washer,0,SKU-93574
4975,GlenDimplex,Creda,Refrigerator,0,SKU-8946
4976,AB Electrolux / Investor AB,Elektro Helios,Toaster,425W,SKU-71131
4977,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Dryer,325W,SKU-47889
4978,Whirlpool Corporation,Whirlpool,Stove,325W,SKU-86642
4979,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Washer,0,SKU-17073
4980,Arçelik A.Ş. / Koç Holding,Leisure,Dish Washer,200,SKU-15010
4981,Samsung Group,Samsung,Stove,325W,SKU-17076
4982,AB Electrolux / Investor AB,Arthur Martin,Dish Washer,325W,SKU-85357
4983,AB Electrolux / Investor AB,AEG,Refrigerator,0,SKU-11665
4984,Arçelik A.Ş. / Koç Holding,Defy,Freezer,,SKU-43644
4985,AB Electrolux / Investor AB,Gafa,Dryer,425W,SKU-25671
4986,Gorenje,Pelgrim,Dryer,0,SKU-46114
4987,Candy Group,Iberna,Freezer,,SKU-53217
